_id,operator_registration_number,postal_code,ward_number,ward_name
451654,STR-2104-GJRXVF,M4M,14,Toronto-Danforth
451655,STR-2104-GRXXVG,M4L,14,Toronto-Danforth
451656,STR-2104-GZDXVH,M5R,11,University-Rosedale
451657,STR-2104-HHKXVJ,M4M,14,Toronto-Danforth
451658,STR-2104-HQRXVK,M6J,9,Davenport
451659,STR-2104-FLPKVB,M4Y,13,Toronto Centre
451660,STR-2104-FTVKVC,M5R,11,University-Rosedale
451661,STR-2104-GCBKVD,M6J,10,Spadina-Fort York
451662,STR-2104-GKHKVF,M4L,14,Toronto-Danforth
451663,STR-2104-GZVKVH,M5B,13,Toronto Centre
451664,STR-2104-HJBKVJ,M5J,10,Spadina-Fort York
451665,STR-2104-HRHKVK,M5J,10,Spadina-Fort York
451666,STR-2104-HYPKVL,M5V,10,Spadina-Fort York
451667,STR-2104-JGVKVM,M9C,2,Etobicoke Centre
451668,STR-2104-FDZDVB,M4G,15,Don Valley West
451669,STR-2104-FVMDVD,M5J,10,Spadina-Fort York
451670,STR-2104-GCTDVF,M6K,10,Spadina-Fort York
451671,STR-2104-GKZDVG,M5V,10,Spadina-Fort York
451672,STR-2104-GTGDVH,M5B,13,Toronto Centre
451673,STR-2104-HBMDVJ,M5J,10,Spadina-Fort York
451674,STR-2104-HJTDVK,M6C,9,Davenport
451675,STR-2104-HZGDVM,M6H,9,Davenport
451676,STR-2104-FFQRVB,M6J,10,Spadina-Fort York
451677,STR-2104-FMWRVC,M6K,4,Parkdale-High Park
451678,STR-2104-FWCRVD,M6J,10,Spadina-Fort York
451679,STR-2104-GDJRVF,M5V,10,Spadina-Fort York
451680,STR-2104-GLQRVG,M4P,12,Toronto-St. Paul's
451681,STR-2104-HCCRVJ,M5J,10,Spadina-Fort York
451682,STR-2104-HSQRVL,M8W,3,Etobicoke-Lakeshore
451683,STR-2104-FGGDVB,M5V,10,Spadina-Fort York
451684,STR-2104-FPMDVC,M2N,18,Willowdale
451685,STR-2104-FWTDVD,M5V,10,Spadina-Fort York
451686,STR-2104-GDZDVF,M5S,11,University-Rosedale
451687,STR-2104-GMGDVG,M6S,4,Parkdale-High Park
451688,STR-2104-GVMDVH,M8Y,3,Etobicoke-Lakeshore
451689,STR-2104-HKZDVK,M6K,4,Parkdale-High Park
451690,STR-2104-HTGDVL,M5V,10,Spadina-Fort York
451691,STR-2104-JBMDVM,M5B,13,Toronto Centre
451692,STR-2104-FGWRVB,M5T,11,University-Rosedale
451693,STR-2104-FQCRVC,M8V,3,Etobicoke-Lakeshore
451694,STR-2104-FXJRVD,M5J,10,Spadina-Fort York
451695,STR-2104-GFQRVF,M5T,10,Spadina-Fort York
451696,STR-2104-GMWRVG,M5V,10,Spadina-Fort York
451697,STR-2104-GWCRVH,M5V,10,Spadina-Fort York
451698,STR-2104-HDJRVJ,M5V,10,Spadina-Fort York
451699,STR-2104-HTWRVL,M9W,1,Etobicoke North
451700,STR-2104-JCCRVM,M6C,12,Toronto-St. Paul's
451701,STR-2104-FHMDVB,M6K,4,Parkdale-High Park
451702,STR-2104-FQTDVC,M6J,11,University-Rosedale
451703,STR-2105-FXZDVD,M4L,19,Beaches-East York
451704,STR-2105-GGGDVF,M4N,8,Eglinton-Lawrence
451705,STR-2105-GWTDVH,M4L,14,Toronto-Danforth
451706,STR-2105-HDZDVJ,M2J,17,Don Valley North
451707,STR-2105-HVMDVL,M4W,11,University-Rosedale
451708,STR-2105-JCTDVM,M5J,10,Spadina-Fort York
451709,STR-2105-FJCRVB,M6J,11,University-Rosedale
451710,STR-2105-GGWRVF,M5V,10,Spadina-Fort York
451711,STR-2105-GQCRVG,M5J,10,Spadina-Fort York
451712,STR-2105-GXJRVH,M4G,15,Don Valley West
451713,STR-2105-HFQRVJ,M5V,10,Spadina-Fort York
451714,STR-2105-JDJRVM,M8V,3,Etobicoke-Lakeshore
451715,STR-2105-FJTDVB,M4L,14,Toronto-Danforth
451716,STR-2105-FRZDVC,M4M,14,Toronto-Danforth
451717,STR-2105-FZGDVD,M5A,13,Toronto Centre
451718,STR-2105-GHMDVF,M4C,19,Beaches-East York
451719,STR-2105-GQTDVG,M9C,2,Etobicoke Centre
451720,STR-2108-FKSBHB,M6H,9,Davenport
451721,STR-2105-GXZDVH,M4W,11,University-Rosedale
451722,STR-2105-HPMDVK,M2M,18,Willowdale
451723,STR-2105-HWTDVL,M4W,11,University-Rosedale
451724,STR-2105-JDZDVM,M3L,6,York Centre
451725,STR-2105-FKJRVB,M5J,10,Spadina-Fort York
451726,STR-2105-FZWRVD,M6J,10,Spadina-Fort York
451727,STR-2105-GJCRVF,M4N,15,Don Valley West
451728,STR-2105-GRJRVG,M5E,10,Spadina-Fort York
451729,STR-2105-GYQRVH,M6H,9,Davenport
451730,STR-2105-HGWRVJ,M1T,22,Scarborough-Agincourt
451731,STR-2105-HQCRVK,M9P,2,Etobicoke Centre
451732,STR-2105-HXJRVL,M5J,10,Spadina-Fort York
451733,STR-2105-JFQRVM,M8V,3,Etobicoke-Lakeshore
451734,STR-2105-FTGDVC,M5V,10,Spadina-Fort York
451735,STR-2105-GBMDVD,M4Y,13,Toronto Centre
451736,STR-2105-GJTDVF,M6A,8,Eglinton-Lawrence
451737,STR-2105-GZGDVH,M6P,9,Davenport
451738,STR-2105-HXZDVL,M6K,4,Parkdale-High Park
451739,STR-2108-FSYBHC,M2R,6,York Centre
451740,STR-2105-JGGDVM,M5A,13,Toronto Centre
451741,STR-2105-FLQRVB,M9C,2,Etobicoke Centre
451742,STR-2105-HCDXVJ,M6P,9,Davenport
451743,STR-2105-FTWRVC,M2K,17,Don Valley North
451744,STR-2105-GCCRVD,M1C,25,Scarborough-Rouge Park
451745,STR-2105-GKJRVF,M6J,11,University-Rosedale
451746,STR-2105-GSQRVG,M6J,10,Spadina-Fort York
451747,STR-2105-GZWRVH,M5J,10,Spadina-Fort York
451748,STR-2105-HRJRVK,M5V,10,Spadina-Fort York
451749,STR-2105-HYQRVL,M2M,18,Willowdale
451750,STR-2105-JGWRVM,M2J,17,Don Valley North
451751,STR-2105-FFBKVB,M4Y,13,Toronto Centre
451752,STR-2105-FMHKVC,M5B,13,Toronto Centre
451753,STR-2105-GLBKVG,M5J,10,Spadina-Fort York
451754,STR-2105-GTHKVH,M6J,10,Spadina-Fort York
451755,STR-2105-HBPKVJ,M6E,8,Eglinton-Lawrence
451756,STR-2105-HJVKVK,M8W,3,Etobicoke-Lakeshore
451757,STR-2105-HSBKVL,M4S,12,Toronto-St. Paul's
451758,STR-2105-HZHKVM,M4V,12,Toronto-St. Paul's
451759,STR-2105-FFRXVB,M5A,13,Toronto Centre
451760,STR-2105-FWDXVD,M6S,4,Parkdale-High Park
451761,STR-2105-GDKXVF,M4Y,13,Toronto Centre
451762,STR-2105-GLRXVG,M5V,10,Spadina-Fort York
451763,STR-2105-HSRXVL,M5V,10,Spadina-Fort York
451764,STR-2105-HZXXVM,M5V,10,Spadina-Fort York
451765,STR-2105-FGHKVB,M1N,20,Scarborough Southwest
451766,STR-2105-FPPKVC,M5J,10,Spadina-Fort York
451767,STR-2105-GFBKVF,M6G,11,University-Rosedale
451768,STR-2105-GMHKVG,M1B,25,Scarborough-Rouge Park
451769,STR-2105-GVPKVH,M5J,10,Spadina-Fort York
451770,STR-2105-HTHKVL,M3N,7,Humber River-Black Creek
451771,STR-2105-JBPKVM,M6J,11,University-Rosedale
451772,STR-2105-FGXXVB,M6S,4,Parkdale-High Park
451773,STR-2105-FQDXVC,M6C,12,Toronto-St. Paul's
451774,STR-2105-FXKXVD,M5V,10,Spadina-Fort York
451775,STR-2105-GFRXVF,M5T,11,University-Rosedale
451776,STR-2105-GMXXVG,M5V,10,Spadina-Fort York
451777,STR-2105-GWDXVH,M6A,8,Eglinton-Lawrence
451778,STR-2105-HDKXVJ,M8Y,3,Etobicoke-Lakeshore
451779,STR-2105-HLRXVK,M4B,19,Beaches-East York
451780,STR-2105-HTXXVL,M5V,10,Spadina-Fort York
451781,STR-2105-JCDXVM,M4M,14,Toronto-Danforth
451782,STR-2105-FHPKVB,M5E,13,Toronto Centre
451783,STR-2105-FQVKVC,M5R,11,University-Rosedale
451784,STR-2105-FYBKVD,M2J,17,Don Valley North
451785,STR-2105-GGHKVF,M5V,10,Spadina-Fort York
451786,STR-2105-GPPKVG,M4J,14,Toronto-Danforth
451787,STR-2105-GWVKVH,M5J,10,Spadina-Fort York
451788,STR-2105-HFBKVJ,M6N,5,York South-Weston
451789,STR-2105-HMHKVK,M4J,14,Toronto-Danforth
451790,STR-2105-HVPKVL,M6J,10,Spadina-Fort York
451791,STR-2105-JCVKVM,M9P,2,Etobicoke Centre
451792,STR-2105-FJDXVB,M5T,10,Spadina-Fort York
451793,STR-2105-FRKXVC,M4L,14,Toronto-Danforth
451794,STR-2105-FYRXVD,M4Y,13,Toronto Centre
451795,STR-2105-GGXXVF,M5T,10,Spadina-Fort York
451796,STR-2105-GQDXVG,M5V,10,Spadina-Fort York
451797,STR-2105-GXKXVH,M6P,9,Davenport
451798,STR-2105-HMXXVK,M6N,5,York South-Weston
451799,STR-2105-JDKXVM,M6P,4,Parkdale-High Park
451800,STR-2105-FJVKVB,M5V,10,Spadina-Fort York
451801,STR-2105-FSBKVC,M4Y,13,Toronto Centre
451802,STR-2105-GQVKVG,M5V,10,Spadina-Fort York
451803,STR-2105-GYBKVH,M8Y,3,Etobicoke-Lakeshore
451804,STR-2105-HGHKVJ,M5V,10,Spadina-Fort York
451805,STR-2105-HPPKVK,M5J,10,Spadina-Fort York
451806,STR-2105-HWVKVL,M4X,13,Toronto Centre
451807,STR-2105-JFBKVM,M5J,10,Spadina-Fort York
451808,STR-2105-FKKXVB,M2R,18,Willowdale
451809,STR-2105-FSRXVC,M5V,10,Spadina-Fort York
451810,STR-2105-FZXXVD,M4C,19,Beaches-East York
451811,STR-2105-GJDXVF,M4M,14,Toronto-Danforth
451812,STR-2105-GRKXVG,M5J,10,Spadina-Fort York
451813,STR-2105-GYRXVH,M6H,9,Davenport
451814,STR-2105-HQDXVK,M6G,12,Toronto-St. Paul's
451815,STR-2105-HXKXVL,M8Y,3,Etobicoke-Lakeshore
451816,STR-2106-JFRXVM,M4W,11,University-Rosedale
451817,STR-2106-FLBKVB,M5J,10,Spadina-Fort York
451818,STR-2106-FTHKVC,M2K,17,Don Valley North
451819,STR-2106-GBPKVD,M4L,19,Beaches-East York
451820,STR-2106-GJVKVF,M4L,14,Toronto-Danforth
451821,STR-2106-GZHKVH,M6K,10,Spadina-Fort York
451822,STR-2106-HHPKVJ,M5R,12,Toronto-St. Paul's
451823,STR-2106-HYBKVL,M9W,1,Etobicoke North
451824,STR-2106-JGHKVM,M5A,13,Toronto Centre
451825,STR-2106-FTXXVC,M5V,10,Spadina-Fort York
451826,STR-2106-GCDXVD,M4L,14,Toronto-Danforth
451827,STR-2106-GSRXVG,M2K,17,Don Valley North
451828,STR-2106-GZXXVH,M5A,13,Toronto Centre
451829,STR-2106-HRKXVK,M1T,22,Scarborough-Agincourt
451830,STR-2106-HYRXVL,M6J,10,Spadina-Fort York
451831,STR-2106-FFCRVB,M3J,7,Humber River-Black Creek
451832,STR-2106-FVQRVD,M1L,20,Scarborough Southwest
451833,STR-2106-GCWRVF,M1C,25,Scarborough-Rouge Park
451834,STR-2106-GLCRVG,M5V,10,Spadina-Fort York
451835,STR-2106-GTJRVH,M6K,10,Spadina-Fort York
451836,STR-2106-HBQRVJ,M6R,4,Parkdale-High Park
451837,STR-2106-HJWRVK,M5H,10,Spadina-Fort York
451838,STR-2106-HSCRVL,M6J,9,Davenport
451839,STR-2106-HZJRVM,M5V,10,Spadina-Fort York
451840,STR-2106-FFTDVB,M4L,14,Toronto-Danforth
451841,STR-2106-FMZDVC,M5V,10,Spadina-Fort York
451842,STR-2106-GDMDVF,M5J,10,Spadina-Fort York
451843,STR-2106-GLTDVG,M6K,10,Spadina-Fort York
451844,STR-2106-GTZDVH,M4Y,13,Toronto Centre
451845,STR-2106-HCGDVJ,M5V,10,Spadina-Fort York
451846,STR-2106-HKMDVK,M4S,12,Toronto-St. Paul's
451847,STR-2106-HSTDVL,M5V,10,Spadina-Fort York
451848,STR-2106-HZZDVM,M4P,12,Toronto-St. Paul's
451849,STR-2106-FGJRVB,M2R,6,York Centre
451850,STR-2106-FPQRVC,M6J,11,University-Rosedale
451851,STR-2106-FWWRVD,M5V,10,Spadina-Fort York
451852,STR-2106-GFCRVF,M5J,10,Spadina-Fort York
451853,STR-2106-GMJRVG,M6N,5,York South-Weston
451854,STR-2106-GVQRVH,M8W,3,Etobicoke-Lakeshore
451855,STR-2106-HCWRVJ,M4R,8,Eglinton-Lawrence
451856,STR-2106-HTJRVL,M6G,12,Toronto-St. Paul's
451857,STR-2106-JBQRVM,M5V,10,Spadina-Fort York
451858,STR-2106-FGZDVB,M4E,19,Beaches-East York
451859,STR-2106-FQGDVC,M6J,10,Spadina-Fort York
451860,STR-2106-FXMDVD,M1P,21,Scarborough Centre
451861,STR-2106-GFTDVF,M5R,11,University-Rosedale
451862,STR-2106-GMZDVG,M4P,12,Toronto-St. Paul's
451863,STR-2106-HDMDVJ,M6J,10,Spadina-Fort York
451864,STR-2106-HTZDVL,M1G,24,Scarborough-Guildwood
451865,STR-2106-JCGDVM,M4R,8,Eglinton-Lawrence
451866,STR-2106-FQWRVC,M6K,10,Spadina-Fort York
451867,STR-2106-FYCRVD,M5H,10,Spadina-Fort York
451868,STR-2106-GGJRVF,M5R,11,University-Rosedale
451869,STR-2106-GPQRVG,M8V,3,Etobicoke-Lakeshore
451870,STR-2106-HMJRVK,M6R,4,Parkdale-High Park
451871,STR-2106-HVQRVL,M5V,10,Spadina-Fort York
451872,STR-2106-FJGDVB,M1N,20,Scarborough Southwest
451873,STR-2106-FRMDVC,M8V,3,Etobicoke-Lakeshore
451874,STR-2106-FYTDVD,M5T,11,University-Rosedale
451875,STR-2106-GGZDVF,M5V,10,Spadina-Fort York
451876,STR-2106-GQGDVG,M6J,10,Spadina-Fort York
451877,STR-2106-GXMDVH,M5J,10,Spadina-Fort York
451878,STR-2106-HFTDVJ,M5A,13,Toronto Centre
451879,STR-2106-HMZDVK,M5J,10,Spadina-Fort York
451880,STR-2106-JDMDVM,M1L,20,Scarborough Southwest
451881,STR-2106-FJWRVB,M4C,19,Beaches-East York
451882,STR-2106-FSCRVC,M5V,10,Spadina-Fort York
451883,STR-2106-FZJRVD,M6K,10,Spadina-Fort York
451884,STR-2106-GHQRVF,M4L,19,Beaches-East York
451885,STR-2106-GQWRVG,M5V,10,Spadina-Fort York
451886,STR-2106-GYCRVH,M5V,10,Spadina-Fort York
451887,STR-2106-HGJRVJ,M5V,10,Spadina-Fort York
451888,STR-2106-HWWRVL,M4L,19,Beaches-East York
451889,STR-2106-JFCRVM,M5G,11,University-Rosedale
451890,STR-2106-FKMDVB,M5J,10,Spadina-Fort York
451891,STR-2106-FSTDVC,M5T,10,Spadina-Fort York
451892,STR-2106-FZZDVD,M6P,4,Parkdale-High Park
451893,STR-2106-GJGDVF,M6G,11,University-Rosedale
451894,STR-2106-GRMDVG,M8V,3,Etobicoke-Lakeshore
451895,STR-2106-HGZDVJ,M6M,5,York South-Weston
451896,STR-2106-HQGDVK,M1P,21,Scarborough Centre
451897,STR-2106-HXMDVL,M5J,10,Spadina-Fort York
451898,STR-2106-JFTDVM,M4Y,13,Toronto Centre
451899,STR-2106-FLCRVB,M6G,11,University-Rosedale
451900,STR-2106-FTJRVC,M3N,7,Humber River-Black Creek
451901,STR-2106-GBQRVD,M4X,13,Toronto Centre
451902,STR-2106-GJWRVF,M8Z,3,Etobicoke-Lakeshore
451903,STR-2106-GSCRVG,M5V,10,Spadina-Fort York
451904,STR-2106-HHQRVJ,M4K,14,Toronto-Danforth
451905,STR-2106-HYCRVL,M5H,10,Spadina-Fort York
451906,STR-2106-JGJRVM,M1C,25,Scarborough-Rouge Park
451907,STR-2106-GLFBHG,M6G,11,University-Rosedale
451908,STR-2106-FLTDVB,M2J,17,Don Valley North
451909,STR-2106-FTZDVC,M5P,12,Toronto-St. Paul's
451910,STR-2106-GCGDVD,M6H,9,Davenport
451911,STR-2106-GSTDVG,M4E,19,Beaches-East York
451912,STR-2106-GZZDVH,M5V,10,Spadina-Fort York
451913,STR-2106-HYTDVL,M8Y,3,Etobicoke-Lakeshore
451914,STR-2106-JGZDVM,M2H,17,Don Valley North
451915,STR-2106-FDPPHB,M5J,10,Spadina-Fort York
451916,STR-2106-FVBPHD,M5N,8,Eglinton-Lawrence
451917,STR-2106-GKPPHG,M5V,10,Spadina-Fort York
451918,STR-2106-HBBPHJ,M5V,10,Spadina-Fort York
451919,STR-2106-HJHPHK,M1C,25,Scarborough-Rouge Park
451920,STR-2106-HRPPHL,M4K,14,Toronto-Danforth
451921,STR-2106-HYVPHM,M1P,21,Scarborough Centre
451922,STR-2106-FFFBHB,M5J,10,Spadina-Fort York
451923,STR-2106-FMLBHC,M5J,10,Spadina-Fort York
451924,STR-2106-GCYBHF,M5T,11,University-Rosedale
451925,STR-2107-GLGHHG,M1P,21,Scarborough Centre
451926,STR-2106-GTLBHH,M6H,9,Davenport
451927,STR-2106-HSFBHL,M1J,24,Scarborough-Guildwood
451928,STR-2106-HZLBHM,M5V,10,Spadina-Fort York
451929,STR-2106-FFVPHB,M5J,10,Spadina-Fort York
451930,STR-2106-FPBPHC,M4Y,13,Toronto Centre
451931,STR-2106-FWHPHD,M5J,10,Spadina-Fort York
451932,STR-2106-GDPPHF,M6A,8,Eglinton-Lawrence
451933,STR-2106-GLVPHG,M5J,10,Spadina-Fort York
451934,STR-2106-GVBPHH,M6R,4,Parkdale-High Park
451935,STR-2106-HCHPHJ,M5V,10,Spadina-Fort York
451936,STR-2106-HKPPHK,M5R,11,University-Rosedale
451937,STR-2106-HSVPHL,M4E,19,Beaches-East York
451938,STR-2106-JBBPHM,M5V,10,Spadina-Fort York
451939,STR-2106-FGLBHB,M6P,4,Parkdale-High Park
451940,STR-2106-FPSBHC,M4S,12,Toronto-St. Paul's
451941,STR-2106-FWYBHD,M4G,15,Don Valley West
451942,STR-2106-GFFBHF,M1K,20,Scarborough Southwest
451943,STR-2106-GMLBHG,M5M,8,Eglinton-Lawrence
451944,STR-2106-HLFBHK,M6K,10,Spadina-Fort York
451945,STR-2108-HQLBHK,M4J,14,Toronto-Danforth
451946,STR-2106-FHBPHB,M8Y,3,Etobicoke-Lakeshore
451947,STR-2106-FQHPHC,M6E,9,Davenport
451948,STR-2106-FXPPHD,M5V,10,Spadina-Fort York
451949,STR-2106-GPBPHG,M5A,13,Toronto Centre
451950,STR-2106-GWHPHH,M5V,10,Spadina-Fort York
451951,STR-2106-HDPPHJ,M6K,4,Parkdale-High Park
451952,STR-2106-HLVPHK,M5A,13,Toronto Centre
451953,STR-2106-HVBPHL,M8W,3,Etobicoke-Lakeshore
451954,STR-2106-JCHPHM,M9W,1,Etobicoke North
451955,STR-2107-FHSBHB,M5J,10,Spadina-Fort York
451956,STR-2107-FQYBHC,M1N,20,Scarborough Southwest
451957,STR-2107-FYFBHD,M1R,21,Scarborough Centre
451958,STR-2107-GPSBHG,M2J,17,Don Valley North
451959,STR-2107-HMLBHK,M6J,10,Spadina-Fort York
451960,STR-2107-HVSBHL,M6K,9,Davenport
451961,STR-2107-JCYBHM,M5J,10,Spadina-Fort York
451962,STR-2107-FJHPHB,M6G,11,University-Rosedale
451963,STR-2107-FRPPHC,M9B,2,Etobicoke Centre
451964,STR-2107-FYVPHD,M4P,15,Don Valley West
451965,STR-2107-GQHPHG,M5J,10,Spadina-Fort York
451966,STR-2107-GXPPHH,M4Y,13,Toronto Centre
451967,STR-2107-HFVPHJ,M4J,14,Toronto-Danforth
451968,STR-2107-HPBPHK,M5T,10,Spadina-Fort York
451969,STR-2107-HWHPHL,M5J,10,Spadina-Fort York
451970,STR-2107-JDPPHM,M8W,3,Etobicoke-Lakeshore
451971,STR-2107-FJYBHB,M1T,22,Scarborough-Agincourt
451972,STR-2107-FSFBHC,M6J,10,Spadina-Fort York
451973,STR-2107-FZLBHD,M2H,17,Don Valley North
451974,STR-2107-GHSBHF,M5E,10,Spadina-Fort York
451975,STR-2107-GQYBHG,M1P,21,Scarborough Centre
451976,STR-2107-HGLBHJ,M1W,22,Scarborough-Agincourt
451977,STR-2107-HWYBHL,M1B,25,Scarborough-Rouge Park
451978,STR-2107-JFFBHM,M5A,13,Toronto Centre
451979,STR-2107-FKPPHB,M6C,12,Toronto-St. Paul's
451980,STR-2107-FSVPHC,M5J,10,Spadina-Fort York
451981,STR-2107-GJHPHF,M5S,11,University-Rosedale
451982,STR-2107-GRPPHG,M8V,3,Etobicoke-Lakeshore
451983,STR-2107-GYVPHH,M5J,10,Spadina-Fort York
451984,STR-2107-HHBPHJ,M3A,16,Don Valley East
451985,STR-2107-HXPPHL,M9N,5,York South-Weston
451986,STR-2107-FTLBHC,M6K,10,Spadina-Fort York
451987,STR-2107-GBSBHD,M5H,10,Spadina-Fort York
451988,STR-2107-GJYBHF,M5J,10,Spadina-Fort York
451989,STR-2107-GSFBHG,M4L,14,Toronto-Danforth
451990,STR-2107-GZLBHH,M5V,10,Spadina-Fort York
451991,STR-2107-HHSBHJ,M5V,10,Spadina-Fort York
451992,STR-2107-HQYBHK,M6H,9,Davenport
451993,STR-2107-HYFBHL,M3C,16,Don Valley East
451994,STR-2107-JGLBHM,M6G,12,Toronto-St. Paul's
451995,STR-2107-FDQVHB,M4J,14,Toronto-Danforth
451996,STR-2107-FLWVHC,M4M,14,Toronto-Danforth
451997,STR-2107-FVCVHD,M6H,9,Davenport
451998,STR-2107-GCJVHF,M4M,14,Toronto-Danforth
451999,STR-2107-GKQVHG,M5V,10,Spadina-Fort York
452000,STR-2107-GSWVHH,M4B,19,Beaches-East York
452001,STR-2107-HBCVHJ,M4L,19,Beaches-East York
452002,STR-2107-HJJVHK,M5N,8,Eglinton-Lawrence
452003,STR-2107-HRQVHL,M6K,4,Parkdale-High Park
452004,STR-2107-HYWVHM,M2N,18,Willowdale
452005,STR-2107-FFGHHB,M6K,4,Parkdale-High Park
452006,STR-2107-FMMHHC,M8V,3,Etobicoke-Lakeshore
452007,STR-2107-FVTHHD,M4M,14,Toronto-Danforth
452008,STR-2107-GCZHHF,M1R,21,Scarborough Centre
452009,STR-2107-GTMHHH,M1S,22,Scarborough-Agincourt
452010,STR-2107-HBTHHJ,M6E,9,Davenport
452011,STR-2107-HJZHHK,M5V,10,Spadina-Fort York
452012,STR-2107-HZMHHM,M5V,10,Spadina-Fort York
452013,STR-2107-FPCVHC,M4M,14,Toronto-Danforth
452014,STR-2107-FWJVHD,M5V,10,Spadina-Fort York
452015,STR-2107-GDQVHF,M5S,11,University-Rosedale
452016,STR-2107-GLWVHG,M5J,10,Spadina-Fort York
452017,STR-2107-GVCVHH,M5V,10,Spadina-Fort York
452018,STR-2107-HCJVHJ,M5V,10,Spadina-Fort York
452019,STR-2107-HSWVHL,M5V,10,Spadina-Fort York
452020,STR-2107-JBCVHM,M3K,6,York Centre
452021,STR-2107-FGMHHB,M5J,10,Spadina-Fort York
452022,STR-2107-FWZHHD,M5V,10,Spadina-Fort York
452023,STR-2107-GFGHHF,M3J,6,York Centre
452024,STR-2107-GMMHHG,M5B,13,Toronto Centre
452025,STR-2107-GVTHHH,M5V,10,Spadina-Fort York
452026,STR-2107-HCZHHJ,M5J,10,Spadina-Fort York
452027,STR-2107-HLGHHK,M5A,13,Toronto Centre
452028,STR-2107-HTMHHL,M6S,4,Parkdale-High Park
452029,STR-2107-JBTHHM,M5V,10,Spadina-Fort York
452030,STR-2107-FHCVHB,M4S,12,Toronto-St. Paul's
452031,STR-2107-FQJVHC,M4L,14,Toronto-Danforth
452032,STR-2107-FXQVHD,M6G,11,University-Rosedale
452033,STR-2107-GPCVHG,M5V,10,Spadina-Fort York
452034,STR-2107-GWJVHH,M8V,3,Etobicoke-Lakeshore
452035,STR-2107-HDQVHJ,M6N,9,Davenport
452036,STR-2107-HLWVHK,M5V,10,Spadina-Fort York
452037,STR-2107-JCJVHM,M6J,10,Spadina-Fort York
452038,STR-2107-FHTHHB,M5B,13,Toronto Centre
452039,STR-2107-FQZHHC,M2M,18,Willowdale
452040,STR-2107-FYGHHD,M6N,9,Davenport
452041,STR-2107-GGMHHF,M8V,3,Etobicoke-Lakeshore
452042,STR-2107-GWZHHH,M5V,10,Spadina-Fort York
452043,STR-2107-HMMHHK,M8V,3,Etobicoke-Lakeshore
452044,STR-2107-JCZHHM,M5V,10,Spadina-Fort York
452045,STR-2107-FRQVHC,M5T,11,University-Rosedale
452046,STR-2107-FYWVHD,M5V,10,Spadina-Fort York
452047,STR-2107-GHCVHF,M2K,17,Don Valley North
452048,STR-2107-GQJVHG,M5V,10,Spadina-Fort York
452049,STR-2107-HFWVHJ,M6S,4,Parkdale-High Park
452050,STR-2107-HPCVHK,M6H,9,Davenport
452051,STR-2107-HWJVHL,M5J,10,Spadina-Fort York
452052,STR-2107-JDQVHM,M6G,11,University-Rosedale
452053,STR-2107-FJZHHB,M6P,4,Parkdale-High Park
452054,STR-2107-FSGHHC,M4E,19,Beaches-East York
452055,STR-2107-FZMHHD,M5N,8,Eglinton-Lawrence
452056,STR-2107-GHTHHF,M5J,10,Spadina-Fort York
452057,STR-2107-GQZHHG,M6K,4,Parkdale-High Park
452058,STR-2107-GYGHHH,M4R,8,Eglinton-Lawrence
452059,STR-2107-HGMHHJ,M4S,12,Toronto-St. Paul's
452060,STR-2107-HPTHHK,M6G,12,Toronto-St. Paul's
452061,STR-2107-HWZHHL,M4P,15,Don Valley West
452062,STR-2107-JFGHHM,M6G,11,University-Rosedale
452063,STR-2107-FKQVHB,M9A,3,Etobicoke-Lakeshore
452064,STR-2107-FSWVHC,M5V,10,Spadina-Fort York
452065,STR-2107-GBCVHD,M5J,10,Spadina-Fort York
452066,STR-2107-GJJVHF,M5T,11,University-Rosedale
452067,STR-2107-GRQVHG,M5J,10,Spadina-Fort York
452068,STR-2107-HHCVHJ,M6H,9,Davenport
452069,STR-2107-HXQVHL,M5V,10,Spadina-Fort York
452070,STR-2107-FLGHHB,M5A,13,Toronto Centre
452071,STR-2107-FTMHHC,M4P,15,Don Valley West
452072,STR-2107-GBTHHD,M4M,14,Toronto-Danforth
452073,STR-2107-GJZHHF,M5V,10,Spadina-Fort York
452074,STR-2107-GZMHHH,M2N,18,Willowdale
452075,STR-2107-HHTHHJ,M6J,9,Davenport
452076,STR-2107-HQZHHK,M6H,9,Davenport
452077,STR-2107-HYGHHL,M5R,11,University-Rosedale
452078,STR-2107-JGMHHM,M9W,1,Etobicoke North
452079,STR-2107-FDSBHB,M6G,11,University-Rosedale
452080,STR-2107-FLYBHC,M5A,13,Toronto Centre
452081,STR-2107-FVFBHD,M1K,20,Scarborough Southwest
452082,STR-2107-GCLBHF,M5E,10,Spadina-Fort York
452083,STR-2107-GKSBHG,M6H,9,Davenport
452084,STR-2107-GSYBHH,M2N,18,Willowdale
452085,STR-2107-HBFBHJ,M5V,10,Spadina-Fort York
452086,STR-2107-HJLBHK,M5B,13,Toronto Centre
452087,STR-2107-HRSBHL,M5V,10,Spadina-Fort York
452088,STR-2107-HYYBHM,M6J,10,Spadina-Fort York
452089,STR-2107-FFHPHB,M5V,10,Spadina-Fort York
452090,STR-2107-FMPPHC,M4L,14,Toronto-Danforth
452091,STR-2107-FVVPHD,M6G,11,University-Rosedale
452092,STR-2107-GDBPHF,M5J,10,Spadina-Fort York
452093,STR-2107-GLHPHG,M5J,10,Spadina-Fort York
452094,STR-2107-HBVPHJ,M3A,16,Don Valley East
452095,STR-2107-HKBPHK,M3A,16,Don Valley East
